"input","output","section_texts"
"IT IS OBLIGATORY
FOR a local authority in England
TO notify the child's parent or the young person of—
(a) the outcome of the assessment,
(b) whether it proposes to secure that an EHC plan is prepared for the child or young person, and
(c) the reasons for that decision
AFTER an EHC needs assessment has been carried out.","{
  ""main_section"": ""https://www.legislation.gov.uk/ukpga/2014/6/section/36"",
  ""type"": ""OBLIGATORY"",
  ""for"": ""a local authority in England"",
  ""to"": ""notify the child's parent or the young person of— (a) the outcome of the assessment, (b) whether it proposes to secure that an EHC plan is prepared for the child or young person, and (c) the reasons for that decision"",
  ""conditions"": [
    {
      ""type"": ""AFTER"",
      ""text"": ""an EHC needs assessment has been carried out."",
      ""section"": ""https://www.legislation.gov.uk/ukpga/2014/6/section/36""
    }
  ],
  ""_alt_section_urls"": [
    ""https://www.legislation.gov.uk/ukpga/2014/6/section/71"",
    ""https://www.legislation.gov.uk/ukpga/2014/6/section/37""
  ]
}","[
  ""section-36""
]"
"IT IS OBLIGATORY
FOR a local authority
TO consider whether a young person aged over 18 requires additional time, in comparison to the majority of others of the same age who do not have special educational needs, to complete his or her education or training
WHEN/IF/WHERE making a determination or forming an opinion for the purposes of this section in relation to he or she.","{
  ""main_section"": ""https://www.legislation.gov.uk/ukpga/2014/6/section/36"",
  ""type"": ""OBLIGATORY"",
  ""for"": ""a local authority"",
  ""to"": ""consider whether a young person aged over 18 requires additional time, in comparison to the majority of others of the same age who do not have special educational needs, to complete his or her education or training"",
  ""conditions"": [
    {
      ""type"": ""WHEN/IF/WHERE"",
      ""text"": ""making a determination or forming an opinion for the purposes of this section in relation to he or she."",
      ""section"": ""https://www.legislation.gov.uk/ukpga/2014/6/section/36""
    }
  ],
  ""_alt_section_urls"": [
    ""https://www.legislation.gov.uk/ukpga/2014/6/section/20"",
    ""https://www.legislation.gov.uk/ukpga/2014/6/section/45""
  ]
}","[
  ""section-36""
]"
"IT IS PERMITTED
FOR Regulations
TO make provision about EHC needs assessments, in particular—
(a) about requests under subsection (1);
(b) imposing time limits in relation to consultation under subsection (4);
(c) about giving notice;
(d) about expressing views and submitting evidence under subsection (7);
(e) about how assessments are to be conducted;
(f) about advice to be obtained in connection with an assessment;
(g) about combining an EHC needs assessment with other assessments;
(h) about the use for the purposes of an EHC needs assessment of information obtained as a result of other assessments;
(i) about the use of information obtained as a result of an EHC needs assessment, including the use of that information for the purposes of other assessments;
(j) about the provision of information, advice and support in connection with an EHC needs assessment.","{
  ""main_section"": ""https://www.legislation.gov.uk/ukpga/2014/6/section/36"",
  ""type"": ""PERMITTED"",
  ""for"": ""Regulations"",
  ""to"": ""make provision about EHC needs assessments, in particular— (a) about requests under subsection (1); (b) imposing time limits in relation to consultation under subsection (4); (c) about giving notice; (d) about expressing views and submitting evidence under subsection (7); (e) about how assessments are to be conducted; (f) about advice to be obtained in connection with an assessment; (g) about combining an EHC needs assessment with other assessments; (h) about the use for the purposes of an EHC needs assessment of information obtained as a result of other assessments; (i) about the use of information obtained as a result of an EHC needs assessment, including the use of that information for the purposes of other assessments; (j) about the provision of information, advice and support in connection with an EHC needs assessment."",
  ""conditions"": [],
  ""_alt_section_urls"": [
    ""https://www.legislation.gov.uk/ukpga/2014/6/section/71"",
    ""https://www.legislation.gov.uk/ukpga/2014/6/section/34""
  ]
}","[
  ""section-36""
]"
"IT IS OBLIGATORY
FOR the local authority
TO secure that an EHC plan is prepared for the child or young person
WHEN/IF/WHERE, in the light of an EHC needs assessment, it is necessary for special educational provision to be made in accordance with an EHC plan","{
  ""main_section"": ""https://www.legislation.gov.uk/ukpga/2014/6/section/36"",
  ""type"": ""OBLIGATORY"",
  ""for"": ""the local authority"",
  ""to"": ""secure that an EHC plan is prepared for the child or young person"",
  ""conditions"": [
    {
      ""type"": ""WHEN/IF/WHERE"",
      ""text"": "", in the light of an EHC needs assessment, it is necessary for special educational provision to be made in accordance with an EHC plan"",
      ""section"": ""https://www.legislation.gov.uk/ukpga/2014/6/section/36""
    }
  ],
  ""_alt_section_urls"": [
    ""https://www.legislation.gov.uk/ukpga/2014/6/section/36"",
    ""https://www.legislation.gov.uk/ukpga/2014/6/section/72""
  ]
}","[
  ""section-36""
]"
"IT IS OBLIGATORY
FOR the local authority
TO maintain an EHC plan
WHEN/IF/WHERE it has been prepared","{
  ""main_section"": ""https://www.legislation.gov.uk/ukpga/2014/6/section/36"",
  ""type"": ""OBLIGATORY"",
  ""for"": ""the local authority"",
  ""to"": ""maintain an EHC plan"",
  ""conditions"": [
    {
      ""type"": ""WHEN/IF/WHERE"",
      ""text"": ""it has been prepared"",
      ""section"": ""https://www.legislation.gov.uk/ukpga/2014/6/section/36""
    }
  ],
  ""_alt_section_urls"": [
    ""https://www.legislation.gov.uk/ukpga/2014/6/section/53"",
    ""https://www.legislation.gov.uk/ukpga/2014/6/section/33""
  ]
}","[
  ""section-36""
]"
"IT IS PERMITTED
FOR An EHC plan
TO also specify other health care and social care provision reasonably required by the child or young person.","{
  ""main_section"": ""https://www.legislation.gov.uk/ukpga/2014/6/section/36"",
  ""type"": ""PERMITTED"",
  ""for"": ""An EHC plan"",
  ""to"": ""also specify other health care and social care provision reasonably required by the child or young person."",
  ""conditions"": [],
  ""_alt_section_urls"": [
    ""https://www.legislation.gov.uk/ukpga/2014/6/section/36"",
    ""https://www.legislation.gov.uk/ukpga/2014/6/section/44""
  ]
}","[
  ""section-36""
]"
"IT IS PERMITTED
FOR Regulations 
TO make provision about the preparation, content, maintenance, amendment and disclosure of EHC plans.","{
  ""main_section"": ""https://www.legislation.gov.uk/ukpga/2014/6/section/36"",
  ""type"": ""PERMITTED"",
  ""for"": ""Regulations"",
  ""to"": ""make provision about the preparation, content, maintenance, amendment and disclosure of EHC plans."",
  ""conditions"": [],
  ""_alt_section_urls"": [
    ""https://www.legislation.gov.uk/ukpga/2014/6/section/74"",
    ""https://www.legislation.gov.uk/ukpga/2014/6/section/30""
  ]
}","[
  ""section-36""
]"
"IT IS PERMITTED
FOR Regulations 
TO include provision applying section 33 (mainstream education for children and young people with EHC plans) to a case where an EHC plan is to be amended under those regulations","{
  ""main_section"": ""https://www.legislation.gov.uk/ukpga/2014/6/section/36"",
  ""type"": ""PERMITTED"",
  ""for"": ""Regulations"",
  ""to"": ""include provision applying section 33 (mainstream education for children and young people with EHC plans) to a case where an EHC plan is to be amended under those regulations"",
  ""conditions"": [],
  ""_alt_section_urls"": [
    ""https://www.legislation.gov.uk/ukpga/2014/6/section/44"",
    ""https://www.legislation.gov.uk/ukpga/2014/6/section/33""
  ]
}","[
  ""section-36""
]"
"IT IS OBLIGATORY
FOR a local authority
TO consult the child's parent or the young person about the content of the plan during the preparation of a draft of the plan.
WHEN/IF/WHERE the local authority is required to secure that an EHC plan is prepared for a child or young person","{
  ""main_section"": ""https://www.legislation.gov.uk/ukpga/2014/6/section/36"",
  ""type"": ""OBLIGATORY"",
  ""for"": ""a local authority"",
  ""to"": ""consult the child's parent or the young person about the content of the plan during the preparation of a draft of the plan."",
  ""conditions"": [
    {
      ""type"": ""WHEN/IF/WHERE"",
      ""text"": ""the local authority is required to secure that an EHC plan is prepared for a child or young person"",
      ""section"": ""https://www.legislation.gov.uk/ukpga/2014/6/section/36""
    }
  ],
  ""_alt_section_urls"": [
    ""https://www.legislation.gov.uk/ukpga/2014/6/section/36"",
    ""https://www.legislation.gov.uk/ukpga/2014/6/section/72""
  ]
}","[
  ""section-36""
]"
"IT IS OBLIGATORY
FOR a local authority
TO then—
(a) send the draft plan to the child's parent or the young person, and
(b) give the parent or young person notice of his or her right to—
(i) make representations about the content of the draft plan, and
(ii) request the authority to secure that a particular school or other institution within subsection (3) is named in the plan.","{
  ""main_section"": ""https://www.legislation.gov.uk/ukpga/2014/6/section/36"",
  ""type"": ""OBLIGATORY"",
  ""for"": ""a local authority"",
  ""to"": ""then— (a) send the draft plan to the child's parent or the young person, and (b) give the parent or young person notice of his or her right to— (i) make representations about the content of the draft plan, and (ii) request the authority to secure that a particular school or other institution within subsection (3) is named in the plan."",
  ""conditions"": [],
  ""_alt_section_urls"": [
    ""https://www.legislation.gov.uk/ukpga/2014/6/section/39"",
    ""https://www.legislation.gov.uk/ukpga/2014/6/section/40""
  ]
}","[
  ""section-36""
]"
"IT IS OBLIGATORY
FOR A notice under subsection (2)(b) 
TO specify a period before the end of which any representations or requests must be made.","{
  ""main_section"": ""https://www.legislation.gov.uk/ukpga/2014/6/section/36"",
  ""type"": ""OBLIGATORY"",
  ""for"": ""A notice under subsection (2)(b)"",
  ""to"": ""specify a period before the end of which any representations or requests must be made."",
  ""conditions"": [],
  ""_alt_section_urls"": [
    ""https://www.legislation.gov.uk/ukpga/2014/6/section/39"",
    ""https://www.legislation.gov.uk/ukpga/2014/6/section/40""
  ]
}","[
  ""section-36""
]"
"IT IS OBLIGATORY
FOR a local authority
TO consult—
(a) the governing body, proprietor or principal of the school or other institution,
(b) the governing body, proprietor or principal of any other school or other institution the authority is considering having named in the plan, and
(c) if a school or other institution is within paragraph (a) or (b) and is maintained by another local authority, that authority.
WHEN/IF/WHERE, before the end of the period specified in a notice under section 38(2)(b), a request is made to a local authority to secure that a particular school or other institution is named in an EHC plan.","{
  ""main_section"": ""https://www.legislation.gov.uk/ukpga/2014/6/section/36"",
  ""type"": ""OBLIGATORY"",
  ""for"": ""a local authority"",
  ""to"": ""consult— (a) the governing body, proprietor or principal of the school or other institution, (b) the governing body, proprietor or principal of any other school or other institution the authority is considering having named in the plan, and (c) if a school or other institution is within paragraph (a) or (b) and is maintained by another local authority, that authority."",
  ""conditions"": [
    {
      ""type"": ""WHEN/IF/WHERE"",
      ""text"": "", before the end of the period specified in a notice under section 38(2)(b), a request is made to a local authority to secure that a particular school or other institution is named in an EHC plan."",
      ""section"": ""https://www.legislation.gov.uk/ukpga/2014/6/section/36""
    }
  ],
  ""_alt_section_urls"": [
    ""https://www.legislation.gov.uk/ukpga/2014/6/section/40"",
    ""https://www.legislation.gov.uk/ukpga/2014/6/section/43""
  ]
}","[
  ""section-36""
]"
"IT IS OBLIGATORY
FOR a local authority
TO secure that the EHC plan names the school or other institution specified in the request, unless subsection (4) applies
WHEN/IF/WHERE, before the end of the period specified in a notice under section 38(2)(b), a request is made to a local authority to secure that a particular school or other institution is named in an EHC plan.","{
  ""main_section"": ""https://www.legislation.gov.uk/ukpga/2014/6/section/36"",
  ""type"": ""OBLIGATORY"",
  ""for"": ""a local authority"",
  ""to"": ""secure that the EHC plan names the school or other institution specified in the request, unless subsection (4) applies"",
  ""conditions"": [
    {
      ""type"": ""WHEN/IF/WHERE"",
      ""text"": "", before the end of the period specified in a notice under section 38(2)(b), a request is made to a local authority to secure that a particular school or other institution is named in an EHC plan."",
      ""section"": ""https://www.legislation.gov.uk/ukpga/2014/6/section/36""
    }
  ],
  ""_alt_section_urls"": [
    ""https://www.legislation.gov.uk/ukpga/2014/6/section/40"",
    ""https://www.legislation.gov.uk/ukpga/2014/6/section/38""
  ]
}","[
  ""section-36""
]"
"IT IS OBLIGATORY
FOR a local authority
TO secure that the plan—
(a) names a school or other institution which the local authority thinks would be appropriate for the child or young person, or
(b) specifies the type of school or other institution which the local authority thinks would be appropriate for the child or young person
WHEN/IF/WHERE, before the end of the period specified in a notice under section 38(2)(b), a request is made to a local authority to secure that a particular school or other institution is named in an EHC plan.
WHEN/IF/WHERE (a) the school or other institution requested is unsuitable for the age, ability, aptitude or special educational needs of the child or young person concerned, or
(b) the attendance of the child or young person at the requested school or other institution would be incompatible with—
(i) the provision of efficient education for others, or
(ii) the efficient use of resources.","{
  ""main_section"": ""https://www.legislation.gov.uk/ukpga/2014/6/section/36"",
  ""type"": ""OBLIGATORY"",
  ""for"": ""a local authority"",
  ""to"": ""secure that the plan— (a) names a school or other institution which the local authority thinks would be appropriate for the child or young person, or (b) specifies the type of school or other institution which the local authority thinks would be appropriate for the child or young person"",
  ""conditions"": [
    {
      ""type"": ""WHEN/IF/WHERE"",
      ""text"": "", before the end of the period specified in a notice under section 38(2)(b), a request is made to a local authority to secure that a particular school or other institution is named in an EHC plan."",
      ""section"": ""https://www.legislation.gov.uk/ukpga/2014/6/section/36""
    },
    {
      ""type"": ""WHEN/IF/WHERE"",
      ""text"": ""(a) the school or other institution requested is unsuitable for the age, ability, aptitude or special educational needs of the child or young person concerned, or (b) the attendance of the child or young person at the requested school or other institution would be incompatible with— (i) the provision of efficient education for others, or (ii) the efficient use of resources."",
      ""section"": ""https://www.legislation.gov.uk/ukpga/2014/6/section/36""
    }
  ],
  ""_alt_section_urls"": [
    ""https://www.legislation.gov.uk/ukpga/2014/6/section/40"",
    ""https://www.legislation.gov.uk/ukpga/2014/6/section/51""
  ]
}","[
  ""section-36""
]"
"IT IS OBLIGATORY
FOR a local authority
TO consult—
(a) the governing body, proprietor or principal of any school or other institution the authority is considering having named in the plan, and
(b) if that school or other institution is maintained by another local authority, that authority
WHEN/IF/WHERE, before the end of the period specified in a notice under section 38(2)(b), a request is made to a local authority to secure that a particular school or other institution is named in an EHC plan
WHEN/IF/WHERE it has not already done so
BEFORE securing that the plan names a school or other institution under subsection (5)(a).","{
  ""main_section"": ""https://www.legislation.gov.uk/ukpga/2014/6/section/36"",
  ""type"": ""OBLIGATORY"",
  ""for"": ""a local authority"",
  ""to"": ""consult— (a) the governing body, proprietor or principal of any school or other institution the authority is considering having named in the plan, and (b) if that school or other institution is maintained by another local authority, that authority"",
  ""conditions"": [
    {
      ""type"": ""WHEN/IF/WHERE"",
      ""text"": "", before the end of the period specified in a notice under section 38(2)(b), a request is made to a local authority to secure that a particular school or other institution is named in an EHC plan"",
      ""section"": ""https://www.legislation.gov.uk/ukpga/2014/6/section/36""
    },
    {
      ""type"": ""WHEN/IF/WHERE"",
      ""text"": ""it has not already done so"",
      ""section"": ""https://www.legislation.gov.uk/ukpga/2014/6/section/36""
    },
    {
      ""type"": ""BEFORE"",
      ""text"": ""securing that the plan names a school or other institution under subsection (5)(a)."",
      ""section"": ""https://www.legislation.gov.uk/ukpga/2014/6/section/36""
    }
  ],
  ""_alt_section_urls"": [
    ""https://www.legislation.gov.uk/ukpga/2014/6/section/40"",
    ""https://www.legislation.gov.uk/ukpga/2014/6/section/38""
  ]
}","[
  ""section-36""
]"
"IT IS OBLIGATORY
FOR a local authority
TO, at the end of the period specified in the notice under section 38(2)(b), secure that any changes it thinks necessary are made to the draft EHC plan
WHEN/IF/WHERE, before the end of the period specified in a notice under section 38(2)(b), a request is made to a local authority to secure that a particular school or other institution is named in an EHC plan.","{
  ""main_section"": ""https://www.legislation.gov.uk/ukpga/2014/6/section/36"",
  ""type"": ""OBLIGATORY"",
  ""for"": ""a local authority"",
  ""to"": ""at the end of the period specified in the notice under section 38(2)(b), secure that any changes it thinks necessary are made to the draft EHC plan"",
  ""conditions"": [
    {
      ""type"": ""WHEN/IF/WHERE"",
      ""text"": "", before the end of the period specified in a notice under section 38(2)(b), a request is made to a local authority to secure that a particular school or other institution is named in an EHC plan."",
      ""section"": ""https://www.legislation.gov.uk/ukpga/2014/6/section/36""
    }
  ],
  ""_alt_section_urls"": [
    ""https://www.legislation.gov.uk/ukpga/2014/6/section/40"",
    ""https://www.legislation.gov.uk/ukpga/2014/6/section/38""
  ]
}","[
  ""section-36""
]"
"IT IS OBLIGATORY
FOR a local authority
TO send a copy of the finalised EHC plan to—
(a) the child's parent or the young person, and
(b) the governing body, proprietor or principal of any school or other institution named in the plan.","{
  ""main_section"": ""https://www.legislation.gov.uk/ukpga/2014/6/section/36"",
  ""type"": ""OBLIGATORY"",
  ""for"": ""a local authority"",
  ""to"": ""send a copy of the finalised EHC plan to— (a) the child's parent or the young person, and (b) the governing body, proprietor or principal of any school or other institution named in the plan."",
  ""conditions"": [],
  ""_alt_section_urls"": [
    ""https://www.legislation.gov.uk/ukpga/2014/6/section/40"",
    ""https://www.legislation.gov.uk/ukpga/2014/6/section/44""
  ]
}","[
  ""section-36""
]"
"IT IS OBLIGATORY
FOR a local authority
TO secure that the plan—
(a) names a school or other institution which the local authority thinks would be appropriate for the child or young person concerned, or
(b) specifies the type of school or other institution which the local authority thinks would be appropriate for the child or young person
WHEN/IF/WHERE no request is made to a local authority before the end of the period specified in a notice under section 38(2)(b) to secure that a particular school or other institution is named in an EHC plan
BEFORE securing that the plan names a school or other institution under subsection (2)(a).","{
  ""main_section"": ""https://www.legislation.gov.uk/ukpga/2014/6/section/36"",
  ""type"": ""OBLIGATORY"",
  ""for"": ""a local authority"",
  ""to"": ""secure that the plan— (a) names a school or other institution which the local authority thinks would be appropriate for the child or young person concerned, or (b) specifies the type of school or other institution which the local authority thinks would be appropriate for the child or young person"",
  ""conditions"": [
    {
      ""type"": ""WHEN/IF/WHERE"",
      ""text"": ""no request is made to a local authority before the end of the period specified in a notice under section 38(2)(b) to secure that a particular school or other institution is named in an EHC plan"",
      ""section"": ""https://www.legislation.gov.uk/ukpga/2014/6/section/36""
    },
    {
      ""type"": ""BEFORE"",
      ""text"": ""securing that the plan names a school or other institution under subsection (2)(a)."",
      ""section"": ""https://www.legislation.gov.uk/ukpga/2014/6/section/36""
    }
  ],
  ""_alt_section_urls"": [
    ""https://www.legislation.gov.uk/ukpga/2014/6/section/39"",
    ""https://www.legislation.gov.uk/ukpga/2014/6/section/38""
  ]
}","[
  ""section-36""
]"
"IT IS OBLIGATORY
FOR the local authority
TO also secure that any changes it thinks necessary are made to the draft EHC plan.
WHEN/IF/WHERE no request is made to a local authority before the end of the period specified in a notice under section 38(2)(b) to secure that a particular school or other institution is named in an EHC plan.","{
  ""main_section"": ""https://www.legislation.gov.uk/ukpga/2014/6/section/36"",
  ""type"": ""OBLIGATORY"",
  ""for"": ""the local authority"",
  ""to"": ""also secure that any changes it thinks necessary are made to the draft EHC plan."",
  ""conditions"": [
    {
      ""type"": ""WHEN/IF/WHERE"",
      ""text"": ""no request is made to a local authority before the end of the period specified in a notice under section 38(2)(b) to secure that a particular school or other institution is named in an EHC plan."",
      ""section"": ""https://www.legislation.gov.uk/ukpga/2014/6/section/36""
    }
  ],
  ""_alt_section_urls"": [
    ""https://www.legislation.gov.uk/ukpga/2014/6/section/39"",
    ""https://www.legislation.gov.uk/ukpga/2014/6/section/38""
  ]
}","[
  ""section-36""
]"
"IT IS OBLIGATORY
FOR the local authority
TO send a copy of the finalised EHC plan to—
(a) the child's parent or the young person, and
(b) the governing body, proprietor or principal of any school or other institution named in the plan.","{
  ""main_section"": ""https://www.legislation.gov.uk/ukpga/2014/6/section/36"",
  ""type"": ""OBLIGATORY"",
  ""for"": ""the local authority"",
  ""to"": ""send a copy of the finalised EHC plan to— (a) the child's parent or the young person, and (b) the governing body, proprietor or principal of any school or other institution named in the plan."",
  ""conditions"": [],
  ""_alt_section_urls"": [
    ""https://www.legislation.gov.uk/ukpga/2014/6/section/40"",
    ""https://www.legislation.gov.uk/ukpga/2014/6/section/44""
  ]
}","[
  ""section-36""
]"
"IT IS OBLIGATORY
FOR the Secretary of State
TO approve an institution within subsection (2) for the purpose of enabling the institution to be the subject of a request for it to be named in an EHC plan.","{
  ""main_section"": ""https://www.legislation.gov.uk/ukpga/2014/6/section/36"",
  ""type"": ""OBLIGATORY"",
  ""for"": ""the Secretary of State"",
  ""to"": ""approve an institution within subsection (2) for the purpose of enabling the institution to be the subject of a request for it to be named in an EHC plan."",
  ""conditions"": [],
  ""_alt_section_urls"": [
    ""https://www.legislation.gov.uk/ukpga/2014/6/section/43"",
    ""https://www.legislation.gov.uk/ukpga/2014/6/section/38""
  ]
}","[
  ""section-36""
]"
"IT IS PERMITTED
FOR the Secretary of State
TO approve an institution under subsection (1)
ONLY IF its proprietor consents.","{
  ""main_section"": ""https://www.legislation.gov.uk/ukpga/2014/6/section/36"",
  ""type"": ""PERMITTED"",
  ""for"": ""the Secretary of State"",
  ""to"": ""approve an institution under subsection (1)"",
  ""conditions"": [
    {
      ""type"": ""ONLY IF"",
      ""text"": ""its proprietor consents."",
      ""section"": ""https://www.legislation.gov.uk/ukpga/2014/6/section/36""
    }
  ],
  ""_alt_section_urls"": [
    ""https://www.legislation.gov.uk/ukpga/2014/6/section/58"",
    ""https://www.legislation.gov.uk/ukpga/2014/6/section/59""
  ]
}","[
  ""section-36""
]"
"IT IS PERMITTED
FOR the Secretary of State
TO withdraw approval given under subsection (1).","{
  ""main_section"": ""https://www.legislation.gov.uk/ukpga/2014/6/section/36"",
  ""type"": ""PERMITTED"",
  ""for"": ""the Secretary of State"",
  ""to"": ""withdraw approval given under subsection (1)."",
  ""conditions"": [],
  ""_alt_section_urls"": [
    ""https://www.legislation.gov.uk/ukpga/2014/6/section/58"",
    ""https://www.legislation.gov.uk/ukpga/2014/6/section/59""
  ]
}","[
  ""section-36""
]"
"IT IS PERMITTED
FOR Regulations
TO make provision about giving and withdrawing approval under this section, in particular—
(a) about the types of special post-16 institutions which may be approved under subsection (1);
(b) specifying criteria which an institution must meet before it can be approved under subsection (1);
(c) about the matters which may or must be taken into account in deciding to give or withdraw approval;
(d) about the publication of a list of all institutions who are approved under this section.","{
  ""main_section"": ""https://www.legislation.gov.uk/ukpga/2014/6/section/36"",
  ""type"": ""PERMITTED"",
  ""for"": ""Regulations"",
  ""to"": ""make provision about giving and withdrawing approval under this section, in particular— (a) about the types of special post-16 institutions which may be approved under subsection (1); (b) specifying criteria which an institution must meet before it can be approved under subsection (1); (c) about the matters which may or must be taken into account in deciding to give or withdraw approval; (d) about the publication of a list of all institutions who are approved under this section."",
  ""conditions"": [],
  ""_alt_section_urls"": [
    ""https://www.legislation.gov.uk/ukpga/2014/6/section/36"",
    ""https://www.legislation.gov.uk/ukpga/2014/6/section/30""
  ]
}","[
  ""section-36""
]"
"IT IS OBLIGATORY
FOR the local authority
TO secure the specified special educational provision for the child or young person
UNLESS the child's parent or the young person has made suitable alternative arrangements.","{
  ""main_section"": ""https://www.legislation.gov.uk/ukpga/2014/6/section/36"",
  ""type"": ""OBLIGATORY"",
  ""for"": ""the local authority"",
  ""to"": ""secure the specified special educational provision for the child or young person"",
  ""conditions"": [
    {
      ""type"": ""UNLESS"",
      ""text"": ""the child's parent or the young person has made suitable alternative arrangements."",
      ""section"": ""https://www.legislation.gov.uk/ukpga/2014/6/section/36""
    }
  ],
  ""_alt_section_urls"": [
    ""https://www.legislation.gov.uk/ukpga/2014/6/section/33"",
    ""https://www.legislation.gov.uk/ukpga/2014/6/section/36""
  ]
}","[
  ""section-36""
]"
"IT IS OBLIGATORY
FOR the responsible commissioning body
TO arrange the specified health care provision for the child or young person.
WHEN/IF/WHERE the plan specifies health care provision.
UNLESS the child's parent or the young person has made suitable alternative arrangements.","{
  ""main_section"": ""https://www.legislation.gov.uk/ukpga/2014/6/section/36"",
  ""type"": ""OBLIGATORY"",
  ""for"": ""the responsible commissioning body"",
  ""to"": ""arrange the specified health care provision for the child or young person."",
  ""conditions"": [
    {
      ""type"": ""WHEN/IF/WHERE"",
      ""text"": ""the plan specifies health care provision."",
      ""section"": ""https://www.legislation.gov.uk/ukpga/2014/6/section/36""
    },
    {
      ""type"": ""UNLESS"",
      ""text"": ""the child's parent or the young person has made suitable alternative arrangements."",
      ""section"": ""https://www.legislation.gov.uk/ukpga/2014/6/section/36""
    }
  ],
  ""_alt_section_urls"": [
    ""https://www.legislation.gov.uk/ukpga/2014/6/section/49"",
    ""https://www.legislation.gov.uk/ukpga/2014/6/section/37""
  ]
}","[
  ""section-36""
]"
"IT IS OBLIGATORY
FOR the governing body, proprietor or principal of the school or other institution
TO admit the child or young person for whom the plan is maintained.
WHEN/IF/WHERE one of the following is named in an EHC plan—
(a) a maintained school in England;
(b) a maintained nursery school in England;
(c) an Academy;
(d) an institution within the further education sector in England;
(e) a non-maintained special school in England;
(f) an institution approved by the Secretary of State under section 41.","{
  ""main_section"": ""https://www.legislation.gov.uk/ukpga/2014/6/section/36"",
  ""type"": ""OBLIGATORY"",
  ""for"": ""the governing body, proprietor or principal of the school or other institution"",
  ""to"": ""admit the child or young person for whom the plan is maintained."",
  ""conditions"": [
    {
      ""type"": ""WHEN/IF/WHERE"",
      ""text"": ""one of the following is named in an EHC plan— (a) a maintained school in England; (b) a maintained nursery school in England; (c) an Academy; (d) an institution within the further education sector in England; (e) a non-maintained special school in England; (f) an institution approved by the Secretary of State under section 41."",
      ""section"": ""https://www.legislation.gov.uk/ukpga/2014/6/section/36""
    }
  ],
  ""_alt_section_urls"": [
    ""https://www.legislation.gov.uk/ukpga/2014/6/section/28"",
    ""https://www.legislation.gov.uk/ukpga/2014/6/section/38""
  ]
}","[
  ""section-36""
]"
"IT IS OBLIGATORY
FOR a local authority
TO review an EHC plan that it maintains—
(a) in the period of 12 months starting with the date on which the plan was first made, and
(b) in each subsequent period of 12 months starting with the date on which the plan was last reviewed under this section
SUBJECT TO any contrary provision in regulations made under subsection (7)(b).","{
  ""main_section"": ""https://www.legislation.gov.uk/ukpga/2014/6/section/36"",
  ""type"": ""OBLIGATORY"",
  ""for"": ""a local authority"",
  ""to"": ""review an EHC plan that it maintains— (a) in the period of 12 months starting with the date on which the plan was first made, and (b) in each subsequent period of 12 months starting with the date on which the plan was last reviewed under this section"",
  ""conditions"": [
    {
      ""type"": ""SUBJECT TO"",
      ""text"": ""any contrary provision in regulations made under subsection (7)(b)."",
      ""section"": ""https://www.legislation.gov.uk/ukpga/2014/6/section/36""
    }
  ],
  ""_alt_section_urls"": [
    ""https://www.legislation.gov.uk/ukpga/2014/6/section/48"",
    ""https://www.legislation.gov.uk/ukpga/2014/6/section/39""
  ]
}","[
  ""section-36""
]"
"IT IS OBLIGATORY
FOR a local authority
TO secure a re-assessment of the educational, health care and social care needs of a child or young person for whom it maintains an EHC plan
WHEN/IF/WHERE a request is made to it by—
(a) the child's parent or the young person, or
(b) the governing body, proprietor or principal of the school, post-16 institution or other institution which the child or young person attends
SUBJECT TO any contrary provision in regulations made under subsection (7)(b).","{
  ""main_section"": ""https://www.legislation.gov.uk/ukpga/2014/6/section/36"",
  ""type"": ""OBLIGATORY"",
  ""for"": ""a local authority"",
  ""to"": ""secure a re-assessment of the educational, health care and social care needs of a child or young person for whom it maintains an EHC plan"",
  ""conditions"": [
    {
      ""type"": ""WHEN/IF/WHERE"",
      ""text"": ""a request is made to it by— (a) the child's parent or the young person, or (b) the governing body, proprietor or principal of the school, post-16 institution or other institution which the child or young person attends"",
      ""section"": ""https://www.legislation.gov.uk/ukpga/2014/6/section/36""
    },
    {
      ""type"": ""SUBJECT TO"",
      ""text"": ""any contrary provision in regulations made under subsection (7)(b)."",
      ""section"": ""https://www.legislation.gov.uk/ukpga/2014/6/section/36""
    }
  ],
  ""_alt_section_urls"": [
    ""https://www.legislation.gov.uk/ukpga/2014/6/section/36"",
    ""https://www.legislation.gov.uk/ukpga/2014/6/section/39""
  ]
}","[
  ""section-36""
]"
"IT IS PERMITTED
FOR a local authority
TO secure a re-assessment of those needs
WHEN/IF/WHERE it thinks it necessary.","{
  ""main_section"": ""https://www.legislation.gov.uk/ukpga/2014/6/section/36"",
  ""type"": ""PERMITTED"",
  ""for"": ""a local authority"",
  ""to"": ""secure a re-assessment of those needs"",
  ""conditions"": [
    {
      ""type"": ""WHEN/IF/WHERE"",
      ""text"": ""it thinks it necessary."",
      ""section"": ""https://www.legislation.gov.uk/ukpga/2014/6/section/36""
    }
  ],
  ""_alt_section_urls"": [
    ""https://www.legislation.gov.uk/ukpga/2014/6/section/51"",
    ""https://www.legislation.gov.uk/ukpga/2014/6/section/19""
  ]
}","[
  ""section-36""
]"
