legislation_id,annotations
1989_41_section-48,"[{""main_section"": ""https://www.legislation.gov.uk/ukpga/1989/41/section/48"", ""type"": ""PERMITTED"", ""for"": ""a court"", ""to"": ""include in an emergency protection order a provision requiring that other person to disclose any information that he may have as to the child’s whereabouts"", ""conditions"": [{""type"": ""WHEN/IF/WHERE"", ""text"": ""it appears to the court making the order that adequate information as to the child’s whereabouts— (a) is not available to the applicant for the order; but (b) is available to another person,"", ""section"": ""https://www.legislation.gov.uk/ukpga/1989/41/section/48""}, {""type"": ""WHEN/IF/WHERE"", ""text"": ""if asked to do so by the applicant."", ""section"": ""https://www.legislation.gov.uk/ukpga/1989/41/section/48""}]}, {""main_section"": ""https://www.legislation.gov.uk/ukpga/1989/41/section/48"", ""type"": ""PERMITTED"", ""for"": ""a person"", ""to"": ""comply with such a requirement"", ""conditions"": [{""type"": ""WHEN/IF/WHERE"", ""text"": ""complying might incriminate him or his spouse or civil partner of an offence."", ""section"": ""https://www.legislation.gov.uk/ukpga/1989/41/section/48""}]}, {""main_section"": ""https://www.legislation.gov.uk/ukpga/1989/41/section/48"", ""type"": ""PERMITTED"", ""for"": ""an emergency protection order"", ""to"": ""authorise the applicant to enter premises specified by the order and search for the child with respect to whom the order is made."", ""conditions"": []}, {""main_section"": ""https://www.legislation.gov.uk/ukpga/1989/41/section/48"", ""type"": ""PERMITTED"", ""for"": ""the court"", ""to"": ""make an order authorising the applicant of an emergency protection order to search for that other child on those premises"", ""conditions"": [{""type"": ""WHEN/IF/WHERE"", ""text"": ""the court is satisfied that there is reasonable cause to believe that there may be another child on those premises with respect to whom the order ought to be made."", ""section"": ""https://www.legislation.gov.uk/ukpga/1989/41/section/48""}]}, {""main_section"": ""https://www.legislation.gov.uk/ukpga/1989/41/section/48"", ""type"": ""OBLIGATORY"", ""for"": ""the applicant of an order"", ""to"": ""notify the court of its effect"", ""conditions"": [{""type"": ""WHEN/IF/WHERE"", ""text"": ""the order has been made under subsection (4)."", ""section"": ""https://www.legislation.gov.uk/ukpga/1989/41/section/48""}]}, {""main_section"": ""https://www.legislation.gov.uk/ukpga/1989/41/section/48"", ""type"": ""PROHIBITED"", ""for"": ""a person"", ""to"": ""obstruct any person exercising the power of entry and search under subsection (3) or (4)."", ""conditions"": []}, {""main_section"": ""https://www.legislation.gov.uk/ukpga/1989/41/section/48"", ""type"": ""PERMITTED"", ""for"": ""the court"", ""to"": ""issue a warrant authorising any constable to assist the person mentioned in paragraph (a) or (b) in the exercise of those powers using reasonable force"", ""conditions"": [{""type"": ""WHEN/IF/WHERE"", ""text"": "", on an application made by any person for a warrant under this section, it appears to the court— (a)that a person attempting to exercise powers under an emergency protection order has been prevented from doing so by being refused entry to the premises concerned or access to the child concerned; or (b)that any such person is likely to be so prevented from exercising any such powers"", ""section"": ""https://www.legislation.gov.uk/ukpga/1989/41/section/48""}, {""type"": ""WHEN/IF/WHERE"", ""text"": ""necessary"", ""section"": ""https://www.legislation.gov.uk/ukpga/1989/41/section/48""}]}, {""main_section"": ""https://www.legislation.gov.uk/ukpga/1989/41/section/48"", ""type"": ""OBLIGATORY"", ""for"": ""Every warrant issued under this section"", ""to"": ""be addressed to, and executed by, a constable who shall be accompanied by the person applying for the warrant"", ""conditions"": [{""type"": ""WHEN/IF/WHERE"", ""text"": ""— (a) that person so desires; and (b) the court by whom the warrant is issued does not direct otherwise."", ""section"": ""https://www.legislation.gov.uk/ukpga/1989/41/section/48""}]}, {""main_section"": ""https://www.legislation.gov.uk/ukpga/1989/41/section/48"", ""type"": ""PERMITTED"", ""for"": ""A court granting an application for a warrant under this section"", ""to"": ""direct that the constable concerned may, in executing the warrant, be accompanied by a registered medical practitioner, registered nurse or registered midwife if he so chooses."", ""conditions"": []}, {""main_section"": ""https://www.legislation.gov.uk/ukpga/1989/41/section/48"", ""type"": ""OBLIGATORY"", ""for"": ""An application for a warrant under this section"", ""to"": ""be made in the manner and form prescribed by rules of court."", ""conditions"": []}, {""main_section"": ""https://www.legislation.gov.uk/ukpga/1989/41/section/48"", ""type"": ""OBLIGATORY"", ""for"": ""an order under subsection (4), an application for a warrant under this section and any such warrant"", ""to"": ""name the child"", ""conditions"": [{""type"": ""WHEN/IF/WHERE"", ""text"": ""it is reasonably practicable to do so, an order under subsection (4)."", ""section"": ""https://www.legislation.gov.uk/ukpga/1989/41/section/48""}]}, {""main_section"": ""https://www.legislation.gov.uk/ukpga/1989/41/section/48"", ""type"": ""OBLIGATORY"", ""for"": ""an order under subsection (4), an application for a warrant under this section and any such warrant"", ""to"": ""describe the child as clearly as possible"", ""conditions"": [{""type"": ""WHEN/IF/WHERE"", ""text"": ""it does not name him."", ""section"": ""https://www.legislation.gov.uk/ukpga/1989/41/section/48""}]}]"
1989_41_section-49,"[{""main_section"": ""https://www.legislation.gov.uk/ukpga/1989/41/section/49"", ""type"": ""PROHIBITED"", ""for"": ""a person"", ""to"": ""knowingly and without lawful authority or reasonable excuse, (a) takes a child to whom this section applies away from the responsible person; (b) keeps such a child away from the responsible person; or (c) induces, assists or incites such a child to run away or stay away from the responsible person."", ""conditions"": []}]"
1989_41_section-5,"[{""main_section"": ""https://www.legislation.gov.uk/ukpga/1989/41/section/5"", ""type"": ""PERMITTED"", ""for"": ""a court"", ""to"": ""by order, appoint that individual to be the child’s guardian if— (a) the child has no parent with parental responsibility for him; or (b) a parent, guardian or special guardian of the child's was named in a child arrangements order as a person with whom the child was to live and has died while the order was in force ; or (c) paragraph (b) does not apply, and the child’s only or last surviving special guardian dies"", ""conditions"": [{""type"": ""WHEN/IF/WHERE"", ""text"": ""an application with respect to a child is made to the court by any individual"", ""section"": ""https://www.legislation.gov.uk/ukpga/1989/41/section/5""}, {""type"": ""UNLESS"", ""text"": ""the child arrangements order referred to in paragraph (b) also named a surviving parent of the child as a person with whom the child was to live."", ""section"": ""https://www.legislation.gov.uk/ukpga/1989/41/section/5""}]}, {""main_section"": ""https://www.legislation.gov.uk/ukpga/1989/41/section/5"", ""type"": ""PERMITTED"", ""for"": ""The power conferred by subsection (1)"", ""to"": ""also be exercised in any family proceedings"", ""conditions"": [{""type"": ""WHEN/IF/WHERE"", ""text"": ""the court considers that the order should be made even though no application has been made for it."", ""section"": ""https://www.legislation.gov.uk/ukpga/1989/41/section/5""}]}, {""main_section"": ""https://www.legislation.gov.uk/ukpga/1989/41/section/5"", ""type"": ""PERMITTED"", ""for"": ""A parent who has parental responsibility for his child"", ""to"": ""appoint another individual to be the child’s guardian in the event of their death."", ""conditions"": []}, {""main_section"": ""https://www.legislation.gov.uk/ukpga/1989/41/section/5"", ""type"": ""PERMITTED"", ""for"": ""A guardian of a child"", ""to"": ""appoint another individual to take his place as the child’s guardian in the event of his death"", ""conditions"": []}, {""main_section"": ""https://www.legislation.gov.uk/ukpga/1989/41/section/5"", ""type"": ""PERMITTED"", ""for"": ""a special guardian of a child"", ""to"": ""appoint another individual to be the child’s guardian in the event of his death."", ""conditions"": []}, {""main_section"": ""https://www.legislation.gov.uk/ukpga/1989/41/section/5"", ""type"": ""OBLIGATORY"", ""for"": ""an appointment under section 5(3) (by either a parent or guardian) or section 5(4) (by a guardian or special guardian)"", ""to"": ""have effect"", ""conditions"": [{""type"": ""UNLESS"", ""text"": ""it is made in writing, is dated and is signed by the person making the appointment or— (a) in the case of an appointment made by a will which is not signed by the testator, is signed at the direction of the testator in accordance with the requirements of section 9 of the Wills Act 1837; or (b) in any other case, is signed at the direction of the person making the appointment, in his presence and in the presence of two witnesses who each attest the signature."", ""section"": ""https://www.legislation.gov.uk/ukpga/1989/41/section/5""}]}, {""main_section"": ""https://www.legislation.gov.uk/ukpga/1989/41/section/5"", ""type"": ""OBLIGATORY"", ""for"": ""A person appointed as a child’s guardian under this section"", ""to"": ""have parental responsibility for the child concerned."", ""conditions"": []}, {""main_section"": ""https://www.legislation.gov.uk/ukpga/1989/41/section/5"", ""type"": ""PROHIBITED"", ""for"": ""a court"", ""to"": ""exercise the High Court’s inherent jurisdiction to appoint a guardian of the estate of any child"", ""conditions"": [{""type"": ""SUBJECT TO"", ""text"": ""any provision made by rules of court"", ""section"": ""https://www.legislation.gov.uk/ukpga/1989/41/section/5""}]}, {""main_section"": ""https://www.legislation.gov.uk/ukpga/1989/41/section/5"", ""type"": ""PERMITTED"", ""for"": ""rules of court"", ""to"": ""prescribe the circumstances in which, and conditions subject to which, an appointment of such a guardian may be made"", ""conditions"": [{""type"": ""WHEN/IF/WHERE"", ""text"": ""rules of court are made under subsection (11)"", ""section"": ""https://www.legislation.gov.uk/ukpga/1989/41/section/5""}]}, {""main_section"": ""https://www.legislation.gov.uk/ukpga/1989/41/section/5"", ""type"": ""OBLIGATORY"", ""for"": ""A guardian of a child"", ""to"": ""only be appointed in accordance with the provisions of this section"", ""conditions"": []}]"
1989_41_section-50,"[{""main_section"": ""https://www.legislation.gov.uk/ukpga/1989/41/section/50"", ""type"": ""PERMITTED"", ""for"": ""a court"", ""to"": ""make an order under this section (“a recovery order”)"", ""conditions"": [{""type"": ""WHEN/IF/WHERE"", ""text"": ""it appears to the court that there is reason to believe that a child to whom this section applies— (a) has been unlawfully taken away or is being unlawfully kept away from the responsible person; (b) has run away or is staying away from the responsible person; or (c) is missing,"", ""section"": ""https://www.legislation.gov.uk/ukpga/1989/41/section/50""}]}, {""main_section"": ""https://www.legislation.gov.uk/ukpga/1989/41/section/50"", ""type"": ""PERMITTED"", ""for"": ""a court"", ""to"": ""make a recovery order"", ""conditions"": [{""type"": ""ONLY IF"", ""text"": ""it receives the application of— (a) any person who has parental responsibility for the child by virtue of a care order or emergency protection order; or (b) where the child is in police protection, the designated officer."", ""section"": ""https://www.legislation.gov.uk/ukpga/1989/41/section/50""}]}, {""main_section"": ""https://www.legislation.gov.uk/ukpga/1989/41/section/50"", ""type"": ""OBLIGATORY"", ""for"": ""A recovery order"", ""to"": ""name the child and— (a) any person who has parental responsibility for the child by virtue of a care order or emergency protection order; or (b) where the child is in police protection, the designated officer."", ""conditions"": []}, {""main_section"": ""https://www.legislation.gov.uk/ukpga/1989/41/section/50"", ""type"": ""PERMITTED"", ""for"": ""Premises"", ""to"": ""be specified under subsection (3)(d)"", ""conditions"": [{""type"": ""ONLY IF"", ""text"": ""it appears to the court that there are reasonable grounds for believing the child to be on them."", ""section"": ""https://www.legislation.gov.uk/ukpga/1989/41/section/50""}]}, {""main_section"": ""https://www.legislation.gov.uk/ukpga/1989/41/section/50"", ""type"": ""OBLIGATORY"", ""for"": ""an authorisation"", ""to"": ""identify the recovery order"", ""conditions"": [{""type"": ""WHEN/IF/WHERE"", ""text"": ""a person is authorised as mentioned in subsection (7)(c)."", ""section"": ""https://www.legislation.gov.uk/ukpga/1989/41/section/50""}]}, {""main_section"": ""https://www.legislation.gov.uk/ukpga/1989/41/section/50"", ""type"": ""OBLIGATORY"", ""for"": ""any person claiming to be authorised"", ""to"": ""produce some duly authenticated document showing that he is so authorised"", ""conditions"": [{""type"": ""WHEN/IF/WHERE"", ""text"": ""a person is authorised as mentioned in subsection (7)(c)"", ""section"": ""https://www.legislation.gov.uk/ukpga/1989/41/section/50""}, {""type"": ""WHEN/IF/WHERE"", ""text"": ""asked to do so"", ""section"": ""https://www.legislation.gov.uk/ukpga/1989/41/section/50""}]}, {""main_section"": ""https://www.legislation.gov.uk/ukpga/1989/41/section/50"", ""type"": ""PROHIBITED"", ""for"": ""a person"", ""to"": ""intentionally obstruct an authorised person exercising the power under subsection (3)(b) to remove a child."", ""conditions"": []}, {""main_section"": ""https://www.legislation.gov.uk/ukpga/1989/41/section/50"", ""type"": ""OBLIGATORY"", ""for"": ""a person"", ""to"": ""comply with any request made under subsection (3)(c) on the ground that complying with it might incriminate him or his spouse or civil partner of an offence"", ""conditions"": []}]"
1989_41_section-51,"[{""main_section"": ""https://www.legislation.gov.uk/ukpga/1989/41/section/51"", ""type"": ""PERMITTED"", ""for"": ""the Secretary of State"", ""to"": ""issue a certificate under this section with respect to that home"", ""conditions"": [{""type"": ""WHEN/IF/WHERE"", ""text"": ""it is proposed to use a voluntary home or private children’s home to provide a refuge for children who appear to be at risk of harm."", ""section"": ""https://www.legislation.gov.uk/ukpga/1989/41/section/51""}]}, {""main_section"": ""https://www.legislation.gov.uk/ukpga/1989/41/section/51"", ""type"": ""PERMITTED"", ""for"": ""the Secretary of State"", ""to"": ""issue a certificate under this section with respect to that foster parent"", ""conditions"": [{""type"": ""WHEN/IF/WHERE"", ""text"": ""a local authority or voluntary organisation arrange for a foster parent to provide such a refuge."", ""section"": ""https://www.legislation.gov.uk/ukpga/1989/41/section/51""}]}, {""main_section"": ""https://www.legislation.gov.uk/ukpga/1989/41/section/51"", ""type"": ""PERMITTED"", ""for"": ""the Secretary of State"", ""to"": ""by regulations— (a) make provision as to the manner in which certificates may be issued; (b) impose requirements which must be complied with while any certificate is in force; and (c) provide for the withdrawal of certificates in prescribed circumstances."", ""conditions"": []}]"
1989_41_section-52,"[{""main_section"": ""https://www.legislation.gov.uk/ukpga/1989/41/section/52"", ""type"": ""PERMITTED"", ""for"": ""rules of court"", ""to"": ""Without prejudice to section 93 or any other power to make such rules, be made with respect to the procedure to be followed in connection with proceedings under this Part."", ""conditions"": []}, {""main_section"": ""https://www.legislation.gov.uk/ukpga/1989/41/section/52"", ""type"": ""PERMITTED"", ""for"": ""the rules"", ""to"": ""in particular make provision— (a) as to the form in which any application is to be made or direction is to be given; (b) prescribing the persons who are to be notified of— (i) the making, or extension, of an emergency protection order; or (ii) the making of an application under section 45(4) or (8) or 46(7); and (c) as to the content of any such notification and the manner in which, and person by whom, it is to be given."", ""conditions"": []}, {""main_section"": ""https://www.legislation.gov.uk/ukpga/1989/41/section/52"", ""type"": ""PERMITTED"", ""for"": ""The Secretary of State"", ""to"": ""by regulations provide that the authority shall be treated, for the purposes of this Act, as though they and not the original applicant had applied for, and been granted, the order"", ""conditions"": [{""type"": ""WHEN/IF/WHERE"", ""text"": ""— (a) an emergency protection order has been made with respect to a child; (b) the applicant for the order was not the local authority within whose area the child is ordinarily resident; and (c) that local authority are of the opinion that it would be in the child’s best interests for the applicant’s responsibilities under the order to be transferred to them,"", ""section"": ""https://www.legislation.gov.uk/ukpga/1989/41/section/52""}, {""type"": ""SUBJECT TO"", ""text"": ""their having complied with any requirements imposed by the regulations."", ""section"": ""https://www.legislation.gov.uk/ukpga/1989/41/section/52""}]}, {""main_section"": ""https://www.legislation.gov.uk/ukpga/1989/41/section/52"", ""type"": ""PERMITTED"", ""for"": ""Regulations made under subsection (3)"", ""to"": ""in particular, make provision as to— (a) the considerations to which the local authority shall have regard in forming an opinion as mentioned in subsection (3)(c); and (b) the time at which responsibility under any emergency protection order is to be treated as having been transferred to a local authority."", ""conditions"": []}]"
1989_41_section-53,"[{""main_section"": ""https://www.legislation.gov.uk/ukpga/1989/41/section/53"", ""type"": ""OBLIGATORY"", ""for"": ""every local authority"", ""to"": ""make such arrangements as they consider appropriate for securing that homes (“community homes”) are available— (a) for the care and accommodation of children looked after by them; and (b) for purposes connected with the welfare of children (whether or not looked after by them),"", ""conditions"": []}, {""main_section"": ""https://www.legislation.gov.uk/ukpga/1989/41/section/53"", ""type"": ""PERMITTED"", ""for"": ""every local authority"", ""to"": ""do so jointly with one or more other local authorities."", ""conditions"": []}, {""main_section"": ""https://www.legislation.gov.uk/ukpga/1989/41/section/53"", ""type"": ""OBLIGATORY"", ""for"": ""a local authority"", ""to"": ""have regard to the need for ensuring the availability of accommodation— (a) of different descriptions; and (b) which is suitable for different purposes and the requirements of different descriptions of children"", ""conditions"": [{""type"": ""WHEN/IF/WHERE"", ""text"": ""making such arrangements."", ""section"": ""https://www.legislation.gov.uk/ukpga/1989/41/section/53""}]}, {""main_section"": ""https://www.legislation.gov.uk/ukpga/1989/41/section/53"", ""type"": ""PERMITTED"", ""for"": ""a local authority"", ""to"": ""make arrangements for the management by another person of accommodation provided by the local authority for the purpose of restricting the liberty of children."", ""conditions"": []}, {""main_section"": ""https://www.legislation.gov.uk/ukpga/1989/41/section/53"", ""type"": ""PERMITTED"", ""for"": ""a local authority"", ""to"": ""with the consent of the body of managers constituted by the instrument of management for the home, make arrangements for the management by another person of accommodation provided for the purpose of restricting the liberty of children"", ""conditions"": [{""type"": ""WHEN/IF/WHERE"", ""text"": ""the local authority are to be responsible for the management of a community home provided by a voluntary organisation."", ""section"": ""https://www.legislation.gov.uk/ukpga/1989/41/section/53""}]}, {""main_section"": ""https://www.legislation.gov.uk/ukpga/1989/41/section/53"", ""type"": ""OBLIGATORY"", ""for"": ""a local authority"", ""to"": ""designate the home as a controlled community home"", ""conditions"": [{""type"": ""WHEN/IF/WHERE"", ""text"": ""the local authority are to be responsible for the management of a community home provided by a voluntary organisation."", ""section"": ""https://www.legislation.gov.uk/ukpga/1989/41/section/53""}]}, {""main_section"": ""https://www.legislation.gov.uk/ukpga/1989/41/section/53"", ""type"": ""OBLIGATORY"", ""for"": ""a local authority"", ""to"": ""designate the home as an assisted community home"", ""conditions"": [{""type"": ""WHEN/IF/WHERE"", ""text"": ""a voluntary organisation are to be responsible for the management of a community home provided by the organisation."", ""section"": ""https://www.legislation.gov.uk/ukpga/1989/41/section/53""}]}]"
1989_41_section-55,"[{""main_section"": ""https://www.legislation.gov.uk/ukpga/1989/41/section/55"", ""type"": ""PERMITTED"", ""for"": ""any dispute relating to a controlled community home"", ""to"": ""be referred by either party to the Secretary of State for his determination"", ""conditions"": [{""type"": ""WHEN/IF/WHERE"", ""text"": ""the dispute arises between the local authority specified in the home’s instrument of management and— (a) the voluntary organisation by which the home is provided; or (b) any other local authority who have placed, or desire or are required to place, in the home a child who is looked after by them,"", ""section"": ""https://www.legislation.gov.uk/ukpga/1989/41/section/55""}]}, {""main_section"": ""https://www.legislation.gov.uk/ukpga/1989/41/section/55"", ""type"": ""PERMITTED"", ""for"": ""any dispute relating to an assisted community home"", ""to"": ""be referred by either party to the Secretary of State for his determination"", ""conditions"": [{""type"": ""WHEN/IF/WHERE"", ""text"": ""the dispute arises between the voluntary organisation by which the home is provided and any local authority who have placed, or desire to place, in the home a child who is looked after by them."", ""section"": ""https://www.legislation.gov.uk/ukpga/1989/41/section/55""}]}, {""main_section"": ""https://www.legislation.gov.uk/ukpga/1989/41/section/55"", ""type"": ""PERMITTED"", ""for"": ""the Secretary of State"", ""to"": ""in order to give effect to his determination of a dispute, give such directions as he thinks fit to the local authority or voluntary organisation concerned"", ""conditions"": [{""type"": ""WHEN/IF/WHERE"", ""text"": ""the dispute is referred to the Secretary of State under this section."", ""section"": ""https://www.legislation.gov.uk/ukpga/1989/41/section/55""}]}, {""main_section"": ""https://www.legislation.gov.uk/ukpga/1989/41/section/55"", ""type"": ""PROHIBITED"", ""for"": ""a dispute which is capable of being dealt with in accordance with a provision whereby a bishop or any other ecclesiastical or denominational authority has power to decide questions relating to religious instruction given in the home"", ""to"": ""be referred to the Secretary of State under this section"", ""conditions"": [{""type"": ""WHEN/IF/WHERE"", ""text"": ""any trust deed relating to a controlled or assisted community home contains that provision."", ""section"": ""https://www.legislation.gov.uk/ukpga/1989/41/section/55""}]}]"
1989_41_section-56,"[{""main_section"": ""https://www.legislation.gov.uk/ukpga/1989/41/section/56"", ""type"": ""PROHIBITED"", ""for"": ""The voluntary organisation by which a controlled or assisted community home is provided"", ""to"": ""cease to provide the home"", ""conditions"": [{""type"": ""UNLESS"", ""text"": ""they have given to the Secretary of State and to the local authority specified in the home’s instrument of management not less than two years’ notice in writing of their intention to do so."", ""section"": ""https://www.legislation.gov.uk/ukpga/1989/41/section/56""}]}, {""main_section"": ""https://www.legislation.gov.uk/ukpga/1989/41/section/56"", ""type"": ""OBLIGATORY"", ""for"": ""a notice under subsection (1)"", ""to"": ""specify the date from which the voluntary organisation intend to cease to provide the home as a community home."", ""conditions"": []}, {""main_section"": ""https://www.legislation.gov.uk/ukpga/1989/41/section/56"", ""type"": ""PERMITTED"", ""for"": ""the Secretary of State"", ""to"": ""by order— (a) revoke the home’s instrument of management; and (b) require the local authority who were specified in that instrument to conduct the home until— (i) the date specified in the subsection (1) notice; or (ii) such earlier date (if any) as may be specified for the purposes of this paragraph in the order, as if it were a community home provided by the local authority"", ""conditions"": [{""type"": ""WHEN/IF/WHERE"", ""text"": ""a notice is given under subsection (1) and the home’s managers give notice in writing to the Secretary of State that they are unable or unwilling to continue as its managers until the date specified in the subsection (1) notice."", ""section"": ""https://www.legislation.gov.uk/ukpga/1989/41/section/56""}]}, {""main_section"": ""https://www.legislation.gov.uk/ukpga/1989/41/section/56"", ""type"": ""PROHIBITED"", ""for"": ""something in the trust deed for the home"", ""to"": ""affect the conduct of the home by the local authority"", ""conditions"": [{""type"": ""WHEN/IF/WHERE"", ""text"": ""the Secretary of State imposes a requirement under subsection (4)(b)."", ""section"": ""https://www.legislation.gov.uk/ukpga/1989/41/section/56""}]}, {""main_section"": ""https://www.legislation.gov.uk/ukpga/1989/41/section/56"", ""type"": ""PERMITTED"", ""for"": ""the Secretary of State"", ""to"": ""by order direct that for the purposes of any provision specified in the direction and made by or under any enactment relating to community homes (other than this section) the home shall, until the date or earlier date specified as mentioned in subsection (4)(b), be treated as a controlled or assisted community home"", ""conditions"": [{""type"": ""WHEN/IF/WHERE"", ""text"": ""the Secretary of State imposes a requirement under subsection (4)(b)."", ""section"": ""https://www.legislation.gov.uk/ukpga/1989/41/section/56""}]}, {""main_section"": ""https://www.legislation.gov.uk/ukpga/1989/41/section/56"", ""type"": ""OBLIGATORY"", ""for"": ""the home"", ""to"": ""until that date be treated for the purposes of any such enactment as a community home provided by the local authority"", ""conditions"": [{""type"": ""WHEN/IF/WHERE"", ""text"": ""the Secretary of State imposes a requirement under subsection (4)(b)"", ""section"": ""https://www.legislation.gov.uk/ukpga/1989/41/section/56""}, {""type"": ""UNLESS"", ""text"": ""the Secretary of State directs otherwise."", ""section"": ""https://www.legislation.gov.uk/ukpga/1989/41/section/56""}]}]"
1989_41_section-57,"[{""main_section"": ""https://www.legislation.gov.uk/ukpga/1989/41/section/57"", ""type"": ""PERMITTED"", ""for"": ""The local authority specified in the instrument of management for a controlled or assisted community home"", ""to"": ""give— (a) the Secretary of State; and (b) the voluntary organisation by which the home is provided, not less than two years’ notice in writing of their intention to withdraw their designation of the home as a controlled or assisted community home."", ""conditions"": []}, {""main_section"": ""https://www.legislation.gov.uk/ukpga/1989/41/section/57"", ""type"": ""OBLIGATORY"", ""for"": ""A notice under subsection (1)"", ""to"": ""specify the date (“the specified date”) on which the designation is to be withdrawn."", ""conditions"": []}, {""main_section"": ""https://www.legislation.gov.uk/ukpga/1989/41/section/57"", ""type"": ""PERMITTED"", ""for"": ""the Secretary of State"", ""to"": ""by order revoke the home’s instrument of management from such date earlier than the specified date as may be specified in the order"", ""conditions"": [{""type"": ""WHEN/IF/WHERE"", ""text"": ""— (a) a notice is given under subsection (1) in respect of a controlled or assisted community home; (b) the home’s managers give notice in writing to the Secretary of State that they are unable or unwilling to continue as managers until the specified date; and (c) the managers’ notice is not withdrawn."", ""section"": ""https://www.legislation.gov.uk/ukpga/1989/41/section/57""}]}, {""main_section"": ""https://www.legislation.gov.uk/ukpga/1989/41/section/57"", ""type"": ""OBLIGATORY"", ""for"": ""the Secretary of State"", ""to"": ""consult the local authority and voluntary organisation"", ""conditions"": [{""type"": ""BEFORE"", ""text"": ""making an order under subsection (3)."", ""section"": ""https://www.legislation.gov.uk/ukpga/1989/41/section/57""}]}]"
1989_41_section-58,"[{""main_section"": ""https://www.legislation.gov.uk/ukpga/1989/41/section/58"", ""type"": ""OBLIGATORY"", ""for"": ""The appropriate compensation"", ""to"": ""be paid— (a) in the case of compensation payable under subsection (2), to the authority who were the responsible authority at the relevant time; and (b) in any other case, to the Secretary of State."", ""conditions"": []}, {""main_section"": ""https://www.legislation.gov.uk/ukpga/1989/41/section/58"", ""type"": ""OBLIGATORY"", ""for"": ""The amount of any sum payable under this section"", ""to"": ""be determined in accordance with such arrangements— (a) as may be agreed between the voluntary organisation by which the home is, at the relevant time, provided and the responsible authority or (as the case may be) the Secretary of State; or (b) in default of agreement, as may be determined by the Secretary of State."", ""conditions"": []}, {""main_section"": ""https://www.legislation.gov.uk/ukpga/1989/41/section/58"", ""type"": ""PERMITTED"", ""for"": ""the liability to pay any sum under this section"", ""to"": ""With the agreement of the responsible authority or (as the case may be) the Secretary of State, be discharged, in whole or in part, by the transfer of any premises."", ""conditions"": []}]"
